data_final...1. Y1998 Y1998.1 Y1998.2 Y1998.3 Y1998.4 Y1998.5 Y1998.6 Y1998.7 Y1998.8 Y1998.9 Y1998.10 Y1998.11 Y1999 Y1999.1 Y1999.2 Y1999.3 Y1999.4 Y1999.5 Y1999.6 Y1999.7 Y1999.8 Y1999.9 Y1999.10 Y1999.11 Y2000 Y2000.1 Y2000.2 Y2000.3 Y2000.4 Y2000.5 Y2000.6 Y2000.7 Y2000.8 Y2000.9 Y2000.10 Y2000.11 Y2001 Y2001.1 Y2001.2 Y2001.3 Y2001.4 Y2001.5 Y2001.6 Y2001.7 Y2001.8 Y2001.9 Y2001.10 Y2001.11 Y2002 Y2002.1 Y2002.2 Y2002.3 Y2002.4 Y2002.5 Y2002.6 Y2002.7 Y2002.8 Y2002.9 Y2002.10 Y2002.11 Y2003 Y2003.1 Y2003.2 Y2003.3 Y2003.4 Y2003.5 Y2003.6 Y2003.7 Y2003.8 Y2003.9 Y2003.10 Y2003.11 Y2004 Y2004.1 Y2004.2 Y2004.3 Y2004.4 Y2004.5 Y2004.6 Y2004.7 Y2004.8 Y2004.9 Y2004.10 Y2004.11 Y2005 Y2005.1 Y2005.2 Y2005.3 Y2005.4 Y2005.5 Y2005.6 Y2005.7 Y2005.8 Y2005.9 Y2005.10 Y2005.11 Y2006 Y2006.1 Y2006.2 Y2006.3 Y2006.4 Y2006.5 Y2006.6 Y2006.7 Y2006.8 Y2006.9 Y2006.10 Y2006.11 Y2007 Y2007.1 Y2007.2 Y2007.3 Y2007.4 Y2007.5 Y2007.6 Y2007.7 Y2007.8 Y2007.9 Y2007.10 Y2007.11 Y2008 Y2008.1 Y2008.2 Y2008.3 Y2008.4 Y2008.5 Y2008.6 Y2008.7 Y2008.8 Y2008.9 Y2008.10 Y2008.11 Y2009 Y2009.1 Y2009.2 Y2009.3 Y2009.4 Y2009.5 Y2009.6 Y2009.7 Y2009.8 Y2009.9 Y2009.10 Y2009.11 Y2010 Y2010.1 Y2010.2 Y2010.3 Y2010.4 Y2010.5 Y2010.6 Y2010.7 Y2010.8 Y2010.9 Y2010.10 Y2010.11 Y2011 Y2011.1 Y2011.2 Y2011.3 Y2011.4 Y2011.5 Y2011.6 Y2011.7 Y2011.8 Y2011.9 Y2011.10 Y2011.11 Y2012 Y2012.1 Y2012.2 Y2012.3 Y2012.4 Y2012.5 Y2012.6 Y2012.7 Y2012.8 Y2012.9 Y2012.10 Y2012.11 Y2013 Y2013.1 Y2013.2 Y2013.3 Y2013.4 Y2013.5 Y2013.6 Y2013.7 Y2013.8 Y2013.9 Y2013.10 Y2013.11 Y2014 Y2014.1 Y2014.2 Y2014.3 Y2014.4 Y2014.5 Y2014.6 Y2014.7 Y2014.8 Y2014.9 Y2014.10 Y2014.11 Y2015 Y2015.1 Y2015.2 Y2015.3 Y2015.4 Y2015.5 Y2015.6 Y2015.7 Y2015.8 Y2015.9 Y2015.10 Y2015.11 Y2016 Y2016.1 Y2016.2 Y2016.3 Y2016.4 Y2016.5 Y2016.6 Y2016.7 Y2016.8 Y2016.9 Y2016.10 Y2016.11 Y2017 Y2017.1 Y2017.2 Y2017.3 Y2017.4 Y2017.5 Y2017.6 Y2017.7 Y2017.8 Y2017.9 Y2017.10 Y2017.11 Y2018 Y2018.1 Y2018.2 Y2018.3 Y2018.4 Y2018.5 Y2018.6 Y2018.7 Y2018.8 Y2018.9 Y2018.10 Y2018.11
sub_37 163.68 282.24 141.36 122.4 89.28 79.2 7.44 0 21.6 14.88 50.4 66.96 163.68 94.08 52.08 64.8 7.44 7.2 0 0 7.2 7.44 50.4 37.2 163.68 236.64 81.84 79.2 37.2 14.4 0 7.44 7.2 74.4 21.6 44.64 119.04 141.12 52.08 122.4 7.44 0 14.88 0 0 22.32 115.2 178.56 66.96 40.32 96.72 36 29.76 0 0 0 0 7.44 180 148.8 22.32 107.52 81.84 115.2 66.96 0 14.88 14.88 0 0 50.4 171.12 74.4 153.12 44.64 28.8 7.44 0 0 0 0 104.16 50.4 119.04 215.76 100.8 148.8 57.6 96.72 0 0 7.44 7.2 14.88 14.4 163.68 208.32 87.36 193.44 187.2 29.76 7.2 7.44 0 0 14.88 14.4 96.72 37.2 134.4 52.08 57.6 7.44 0 0 0 7.2 22.32 0 141.36 208.32 118.32 81.84 64.8 44.64 7.2 7.44 0 7.2 14.88 79.2 96.72 104.16 114.24 89.28 64.8 22.32 14.4 0 0 7.2 37.2 43.2 119.04 133.92 141.12 89.28 86.4 37.2 7.2 0 0 7.2 29.76 57.6 297.6 119.04 100.8 133.92 57.6 44.64 36 7.44 0 7.2 29.76 57.6 66.96 133.92 83.52 96.72 93.6 14.88 7.2 0 0 7.2 14.88 43.2 104.16 96.72 80.64 89.28 36 14.88 7.2 7.44 7.44 7.2 14.88 43.2 66.96 81.84 107.52 74.4 57.6 22.32 0 0 7.44 7.2 14.88 43.2 119.04 89.28 114.24 89.28 50.4 29.76 7.2 7.44 0 7.2 29.76 57.6 104.16 133.92 90.48 111.6 79.2 22.32 7.2 0 0 7.2 22.32 50.4 119.04 200.88 134.4 89.28 72 22.32 7.2 0 0 7.2 14.88 50.4 66.96 104.16 87.36 126.48 57.6 14.88 0 7.44 0 7.2 14.88 64.8 81.84
sub_38 163.68 282.24 141.36 122.4 89.28 79.2 7.44 0 21.6 14.88 50.4 66.96 163.68 94.08 52.08 64.8 7.44 7.2 0 0 7.2 7.44 50.4 37.2 163.68 236.64 81.84 79.2 37.2 14.4 0 7.44 7.2 74.4 21.6 44.64 119.04 141.12 52.08 122.4 7.44 0 14.88 0 0 22.32 115.2 178.56 66.96 40.32 96.72 36 29.76 0 0 0 0 7.44 180 148.8 22.32 107.52 81.84 115.2 66.96 0 14.88 14.88 0 0 50.4 171.12 74.4 153.12 44.64 28.8 7.44 0 0 0 0 104.16 50.4 119.04 215.76 100.8 148.8 57.6 96.72 0 0 7.44 7.2 14.88 14.4 163.68 208.32 87.36 193.44 187.2 29.76 7.2 7.44 0 0 14.88 14.4 96.72 37.2 134.4 52.08 57.6 7.44 0 0 0 7.2 22.32 0 141.36 208.32 118.32 81.84 64.8 44.64 7.2 7.44 0 7.2 14.88 79.2 96.72 104.16 114.24 89.28 64.8 22.32 14.4 0 0 7.2 37.2 43.2 119.04 133.92 141.12 89.28 86.4 37.2 7.2 0 0 7.2 29.76 57.6 297.6 119.04 100.8 133.92 57.6 44.64 36 7.44 0 7.2 29.76 57.6 66.96 133.92 83.52 96.72 93.6 14.88 7.2 0 0 7.2 14.88 43.2 104.16 96.72 80.64 89.28 36 14.88 7.2 7.44 7.44 7.2 14.88 43.2 66.96 81.84 107.52 74.4 57.6 22.32 0 0 7.44 7.2 14.88 43.2 119.04 89.28 114.24 89.28 50.4 29.76 7.2 7.44 0 7.2 29.76 57.6 104.16 133.92 90.48 111.6 79.2 22.32 7.2 0 0 7.2 22.32 50.4 119.04 200.88 134.4 89.28 72 22.32 7.2 0 0 7.2 14.88 50.4 66.96 104.16 87.36 126.48 57.6 14.88 0 7.44 0 7.2 14.88 64.8 81.84
sub_39 126.48 228.48 126.48 93.6 74.4 57.6 0 0 14.4 14.88 36 44.64 133.92 60.48 37.2 50.4 7.44 0 0 0 7.2 0 36 14.88 119.04 187.92 59.52 50.4 14.88 14.4 0 0 7.2 59.52 14.4 22.32 96.72 107.52 29.76 86.4 0 0 7.44 0 0 14.88 86.4 133.92 44.64 26.88 66.96 21.6 14.88 0 0 0 0 0 115.2 104.16 14.88 80.64 52.08 86.4 44.64 0 7.44 7.44 0 0 36 126.48 52.08 111.36 29.76 14.4 0 0 0 0 0 81.84 28.8 96.72 156.24 80.64 111.6 43.2 66.96 0 0 0 7.2 7.44 7.2 111.6 156.24 53.76 156.24 151.2 14.88 0 0 0 0 7.44 7.2 66.96 22.32 100.8 37.2 36 7.44 0 0 0 7.2 14.88 0 104.16 148.8 76.56 37.2 21.6 14.88 0 0 0 7.2 7.44 43.2 66.96 52.08 80.64 44.64 28.8 22.32 7.2 0 0 7.2 29.76 28.8 81.84 104.16 107.52 44.64 57.6 14.88 0 0 0 7.2 29.76 50.4 238.08 74.4 67.2 111.6 28.8 14.88 14.4 0 0 7.2 22.32 43.2 37.2 81.84 55.68 74.4 79.2 7.44 0 0 0 7.2 7.44 28.8 74.4 59.52 53.76 59.52 21.6 7.44 0 0 0 0 7.44 36 44.64 52.08 73.92 52.08 36 7.44 0 0 0 7.2 14.88 28.8 89.28 59.52 60.48 37.2 36 14.88 0 7.44 0 7.2 29.76 43.2 74.4 111.6 48.72 66.96 43.2 14.88 0 0 0 7.2 22.32 36 104.16 163.68 114.24 44.64 50.4 14.88 0 0 0 7.2 7.44 28.8 37.2 74.4 47.04 104.16 28.8 7.44 0 7.44 0 7.2 14.88 43.2 52.08
sub_40 208.32 349.44 126.48 79.2 104.16 57.6 7.44 0 28.8 7.44 79.2 44.64 163.68 134.4 44.64 72 14.88 14.4 7.44 7.44 7.2 7.44 57.6 0 230.64 271.44 37.2 64.8 37.2 21.6 0 7.44 14.4 81.84 21.6 14.88 133.92 168 96.72 108 7.44 0 22.32 7.44 7.2 22.32 144 200.88 66.96 33.6 81.84 43.2 37.2 7.2 0 0 7.2 0 158.4 200.88 14.88 80.64 59.52 136.8 66.96 0 22.32 14.88 0 0 50.4 163.68 66.96 160.08 29.76 21.6 22.32 7.2 7.44 7.44 0 178.56 72 141.36 297.6 127.68 163.68 50.4 133.92 7.2 7.44 14.88 14.4 14.88 28.8 252.96 193.44 87.36 215.76 266.4 37.2 0 14.88 0 0 22.32 28.8 104.16 22.32 120.96 29.76 36 7.44 0 0 7.44 14.4 14.88 21.6 81.84 238.08 132.24 66.96 57.6 59.52 14.4 7.44 7.44 7.2 22.32 100.8 96.72 104.16 120.96 81.84 79.2 52.08 21.6 7.44 7.44 7.2 66.96 50.4 119.04 126.48 127.68 74.4 100.8 37.2 7.2 0 0 7.2 59.52 72 238.08 81.84 107.52 141.36 50.4 44.64 43.2 7.44 0 7.2 52.08 64.8 52.08 119.04 69.6 89.28 72 14.88 7.2 0 0 7.2 22.32 64.8 119.04 66.96 67.2 74.4 43.2 29.76 7.2 7.44 0 7.2 14.88 57.6 59.52 66.96 114.24 74.4 57.6 22.32 7.2 7.44 0 7.2 22.32 64.8 126.48 66.96 87.36 74.4 57.6 52.08 7.2 7.44 0 7.2 29.76 72 81.84 163.68 69.6 104.16 100.8 44.64 21.6 7.44 0 7.2 52.08 72 96.72 215.76 114.24 74.4 86.4 22.32 7.2 7.44 0 14.4 14.88 72 44.64 81.84 67.2 141.36 64.8 29.76 7.2 14.88 0 14.4 22.32 86.4 59.52
sub_41 252.96 376.32 148.8 86.4 111.6 43.2 0 0 28.8 7.44 100.8 52.08 178.56 161.28 52.08 72 7.44 14.4 7.44 0 0 7.44 72 0 267.84 320.16 37.2 72 37.2 21.6 0 0 14.4 96.72 21.6 14.88 156.24 174.72 96.72 108 0 0 7.44 0 7.2 22.32 158.4 230.64 74.4 40.32 89.28 36 44.64 0 0 0 7.2 0 165.6 230.64 22.32 80.64 66.96 158.4 66.96 0 7.44 14.88 0 0 50.4 208.32 74.4 180.96 29.76 14.4 14.88 7.2 0 7.44 0 200.88 57.6 156.24 319.92 147.84 186 50.4 133.92 0 0 7.44 14.4 14.88 28.8 275.28 208.32 87.36 252.96 280.8 29.76 0 7.44 0 0 22.32 36 119.04 22.32 141.12 22.32 36 7.44 0 0 7.44 14.4 22.32 21.6 89.28 238.08 125.28 59.52 36 22.32 7.2 7.44 0 7.2 22.32 100.8 89.28 111.6 127.68 81.84 43.2 22.32 21.6 0 0 7.2 59.52 57.6 133.92 156.24 147.84 81.84 115.2 14.88 0 0 0 7.2 52.08 79.2 252.96 104.16 114.24 163.68 43.2 22.32 28.8 0 0 7.2 37.2 72 59.52 119.04 76.56 111.6 72 14.88 7.2 0 0 7.2 22.32 79.2 148.8 81.84 73.92 81.84 36 14.88 7.2 0 0 7.2 22.32 57.6 66.96 81.84 120.96 74.4 50.4 14.88 7.2 0 0 14.4 22.32 64.8 141.36 74.4 94.08 66.96 57.6 29.76 7.2 7.44 0 7.2 22.32 86.4 104.16 186 69.6 119.04 79.2 29.76 14.4 0 0 7.2 59.52 86.4 111.6 223.2 127.68 81.84 86.4 14.88 7.2 0 0 7.2 14.88 72 59.52 104.16 73.92 156.24 50.4 14.88 7.2 7.44 0 7.2 22.32 93.6 74.4
sub_42 267.84 383.04 148.8 86.4 111.6 43.2 0 0 28.8 7.44 108 52.08 178.56 168 52.08 72 7.44 14.4 0 0 0 7.44 72 0 275.28 327.12 37.2 72 37.2 14.4 0 0 14.4 104.16 21.6 14.88 156.24 168 96.72 108 0 0 7.44 0 7.2 22.32 158.4 238.08 74.4 40.32 89.28 36 44.64 0 0 0 7.2 0 165.6 238.08 22.32 73.92 66.96 158.4 59.52 0 7.44 14.88 0 0 50.4 215.76 74.4 180.96 29.76 14.4 14.88 7.2 0 7.44 0 200.88 57.6 163.68 319.92 147.84 186 50.4 133.92 0 0 7.44 14.4 14.88 28.8 282.72 200.88 80.64 252.96 273.6 37.2 0 7.44 0 0 22.32 43.2 119.04 22.32 147.84 22.32 36 7.44 0 0 7.44 14.4 22.32 21.6 96.72 245.52 125.28 52.08 28.8 22.32 7.2 7.44 0 7.2 22.32 108 96.72 96.72 134.4 89.28 43.2 22.32 14.4 0 0 7.2 59.52 57.6 133.92 163.68 154.56 81.84 115.2 22.32 7.2 0 0 7.2 66.96 86.4 238.08 96.72 120.96 171.12 50.4 29.76 36 0 0 7.2 44.64 79.2 66.96 133.92 83.52 119.04 72 14.88 7.2 0 0 7.2 22.32 86.4 163.68 89.28 73.92 74.4 43.2 22.32 7.2 0 0 7.2 14.88 57.6 66.96 81.84 120.96 81.84 50.4 14.88 7.2 0 0 7.2 22.32 72 148.8 74.4 87.36 66.96 50.4 29.76 7.2 7.44 0 7.2 22.32 93.6 111.6 193.44 69.6 119.04 93.6 22.32 14.4 0 0 7.2 59.52 79.2 119.04 223.2 134.4 81.84 86.4 14.88 7.2 0 0 7.2 22.32 79.2 59.52 104.16 73.92 163.68 50.4 14.88 7.2 7.44 0 7.2 22.32 93.6 89.28
sub_43 267.84 383.04 148.8 86.4 111.6 43.2 0 0 28.8 7.44 108 52.08 178.56 168 52.08 72 7.44 14.4 0 0 0 7.44 72 0 275.28 327.12 37.2 72 37.2 14.4 0 0 14.4 104.16 21.6 14.88 156.24 168 96.72 108 0 0 7.44 0 7.2 22.32 158.4 238.08 74.4 40.32 89.28 36 44.64 0 0 0 7.2 0 165.6 238.08 22.32 73.92 66.96 158.4 59.52 0 7.44 14.88 0 0 50.4 215.76 74.4 180.96 29.76 14.4 14.88 7.2 0 7.44 0 200.88 57.6 163.68 319.92 147.84 186 50.4 133.92 0 0 7.44 14.4 14.88 28.8 282.72 200.88 80.64 252.96 273.6 37.2 0 7.44 0 0 22.32 43.2 119.04 22.32 147.84 22.32 36 7.44 0 0 7.44 14.4 22.32 21.6 96.72 245.52 125.28 52.08 28.8 22.32 7.2 7.44 0 7.2 22.32 108 96.72 96.72 134.4 89.28 43.2 22.32 14.4 0 0 7.2 59.52 57.6 133.92 163.68 154.56 81.84 115.2 22.32 7.2 0 0 7.2 66.96 86.4 238.08 96.72 120.96 171.12 50.4 29.76 36 0 0 7.2 44.64 79.2 66.96 133.92 83.52 119.04 72 14.88 7.2 0 0 7.2 22.32 86.4 163.68 89.28 73.92 74.4 43.2 22.32 7.2 0 0 7.2 14.88 57.6 66.96 81.84 120.96 81.84 50.4 14.88 7.2 0 0 7.2 22.32 72 148.8 74.4 87.36 66.96 50.4 29.76 7.2 7.44 0 7.2 22.32 93.6 111.6 193.44 69.6 119.04 93.6 22.32 14.4 0 0 7.2 59.52 79.2 119.04 223.2 134.4 81.84 86.4 14.88 7.2 0 0 7.2 22.32 79.2 59.52 104.16 73.92 163.68 50.4 14.88 7.2 7.44 0 7.2 22.32 93.6 89.28
sub_44 208.32 288.96 133.92 64.8 89.28 28.8 0 0 14.4 7.44 72 37.2 133.92 120.96 37.2 57.6 7.44 7.2 0 0 0 0 50.4 0 193.44 243.6 29.76 57.6 29.76 14.4 0 0 7.2 89.28 14.4 7.44 126.48 114.24 74.4 79.2 0 0 7.44 0 7.2 14.88 115.2 171.12 59.52 26.88 66.96 21.6 29.76 0 0 0 0 0 115.2 171.12 22.32 53.76 44.64 108 44.64 0 7.44 14.88 0 0 36 163.68 52.08 132.24 22.32 7.2 14.88 0 0 0 0 156.24 43.2 133.92 230.64 114.24 141.36 36 89.28 0 0 0 7.2 7.44 14.4 193.44 148.8 53.76 186 194.4 29.76 0 0 0 0 14.88 28.8 89.28 22.32 107.52 14.88 28.8 7.44 0 0 0 7.2 22.32 7.2 81.84 193.44 90.48 37.2 21.6 14.88 0 0 0 0 14.88 79.2 81.84 81.84 107.52 66.96 36 22.32 14.4 0 0 7.2 52.08 36 104.16 133.92 127.68 59.52 108 14.88 0 0 0 0 44.64 64.8 193.44 81.84 94.08 133.92 28.8 22.32 28.8 0 0 0 29.76 57.6 44.64 89.28 55.68 96.72 64.8 7.44 0 0 0 0 14.88 72 126.48 66.96 47.04 59.52 28.8 14.88 0 0 0 0 7.44 43.2 44.64 52.08 94.08 66.96 36 7.44 0 0 0 7.2 14.88 50.4 126.48 44.64 67.2 44.64 36 22.32 0 0 0 7.2 22.32 72 89.28 163.68 48.72 104.16 79.2 14.88 7.2 0 0 0 52.08 64.8 96.72 193.44 120.96 59.52 64.8 14.88 0 0 0 7.2 14.88 57.6 37.2 81.84 47.04 119.04 43.2 14.88 0 0 0 7.2 14.88 72 74.4
sub_45 372 409.92 200.88 86.4 148.8 50.4 0 0 14.4 52.08 324 96.72 156.24 268.8 111.6 57.6 7.44 0 0 14.88 0 52.08 172.8 66.96 275.28 285.36 81.84 115.2 29.76 7.2 14.88 7.44 14.4 81.84 57.6 81.84 119.04 161.28 96.72 72 7.44 28.8 14.88 0 28.8 29.76 237.6 252.96 133.92 100.8 66.96 64.8 29.76 7.2 0 0 0 7.44 136.8 528.24 148.8 67.2 148.8 201.6 37.2 0 14.88 29.76 7.2 7.44 151.2 252.96 148.8 278.4 74.4 64.8 29.76 7.2 7.44 7.44 0 148.8 57.6 260.4 156.24 87.36 156.24 108 156.24 50.4 0 0 0 29.76 201.6 446.4 260.4 141.12 215.76 158.4 52.08 14.4 0 7.44 0 7.44 158.4 223.2 59.52 208.32 44.64 57.6 22.32 7.2 22.32 7.44 7.2 126.48 43.2 156.24 252.96 97.44 81.84 165.6 66.96 0 0 14.88 0 66.96 144 89.28 133.92 181.44 200.88 144 89.28 57.6 0 7.44 7.2 89.28 86.4 133.92 230.64 154.56 141.36 223.2 148.8 21.6 7.44 7.44 21.6 148.8 129.6 238.08 104.16 127.68 267.84 165.6 171.12 43.2 14.88 7.44 7.2 89.28 108 74.4 171.12 83.52 186 158.4 37.2 28.8 7.44 7.44 0 59.52 194.4 260.4 74.4 73.92 126.48 72 29.76 14.4 0 7.44 50.4 22.32 57.6 44.64 52.08 188.16 186 43.2 14.88 7.2 7.44 7.44 64.8 133.92 108 290.16 81.84 194.88 74.4 64.8 22.32 7.2 14.88 7.44 7.2 22.32 79.2 238.08 297.6 111.36 260.4 115.2 52.08 36 0 7.44 0 252.96 144 163.68 290.16 241.92 163.68 208.8 29.76 14.4 0 7.44 14.4 37.2 151.2 59.52 156.24 60.48 126.48 122.4 44.64 7.2 7.44 0 7.2 29.76 129.6 133.92
sub_46 453.84 524.16 223.2 93.6 186 50.4 0 0 7.2 59.52 309.6 96.72 148.8 288.96 119.04 57.6 0 7.2 0 7.44 0 44.64 172.8 52.08 267.84 354.96 96.72 122.4 29.76 21.6 7.44 7.44 43.2 104.16 50.4 74.4 163.68 208.32 81.84 72 0 36 0 0 21.6 37.2 273.6 327.36 156.24 100.8 59.52 43.2 37.2 7.2 0 0 0 0 115.2 558 186 67.2 126.48 216 29.76 0 0 22.32 0 0 172.8 327.36 148.8 341.04 52.08 57.6 22.32 7.2 0 0 0 133.92 64.8 305.04 171.12 100.8 163.68 93.6 186 50.4 0 0 0 22.32 180 468.72 267.84 141.12 252.96 201.6 66.96 14.4 0 0 0 7.44 144 223.2 29.76 215.04 14.88 64.8 22.32 7.2 29.76 0 7.2 104.16 36 163.68 282.72 90.48 44.64 28.8 22.32 0 0 7.44 0 74.4 115.2 96.72 74.4 194.88 96.72 28.8 59.52 50.4 0 7.44 7.2 89.28 72 126.48 230.64 154.56 81.84 144 37.2 7.2 0 7.44 14.4 148.8 108 208.32 81.84 114.24 215.76 43.2 52.08 36 7.44 0 7.2 89.28 108 44.64 171.12 76.56 163.68 72 14.88 21.6 0 7.44 0 44.64 180 275.28 81.84 53.76 119.04 50.4 14.88 21.6 0 7.44 36 14.88 64.8 44.64 52.08 194.88 163.68 21.6 7.44 0 0 7.44 72 96.72 108 290.16 59.52 154.56 66.96 43.2 14.88 7.2 7.44 7.44 7.2 22.32 79.2 215.76 297.6 76.56 230.64 72 37.2 43.2 0 0 0 230.64 151.2 171.12 275.28 221.76 141.36 129.6 7.44 14.4 0 7.44 7.2 29.76 144 44.64 156.24 47.04 111.6 129.6 29.76 0 0 0 0 29.76 165.6 141.36
